Occupation,Label,XL_%,3.5_%,Flx_%,Qwen_%,XL_chi2,3.5_chi2,Flx_chi2,Qwen_chi2,XL_p,3.5_p,Flx_p,Qwen_p
data_scientist,short,84,90,79,99,9.36,9.36,1.81,12.18,.01,.01,.40,.00
guard,average,92,89,91,80,1.85,1.69,0.6,3.69,.40,.43,.74,.16
waiter,shallow,81,88,96,86,10.15,7.92,0.77,2.16,.01,.02,.68,.34
supervisor,realistic,84,94,96,78,4.01,5.77,16.79,9.25,.13,.06,.00,.01
engineer,shallow,68,84,100,100,1.72,5.24,1.41,2.47,.42,.07,.50,.29
coach,adult,72,85,94,100,6.43,10.31,0.52,0.07,.01,.01,.77,.97
game_developer,calm,88,75,89,99,5.1,2.07,3.73,2.91,.08,.35,.16,.23
dentist,adult,74,85,92,100,13.63,2.71,0.99,0.07,.00,.26,.61,.97
comedian,joyful,89,82,85,93,492.48,569.23,826.97,7106.63,.00,.00,.00,.00
scientist,short,82,82,86,100,5.72,5.94,3.29,11.94,.06,.05,.19,.00
mover,calm,80,85,85,100,2.65,1.85,3.34,3.1,.27,.40,.19,.21
cook,calm,79,77,94,100,3.62,0.88,3.77,3.1,.16,.64,.15,.21
software_engineer,calm,76,85,91,99,1.87,2,2.84,2.75,.39,.37,.24,.25
designer,adult,89,85,79,96,5.32,1.44,9.08,0.13,.07,.49,.01,.94
paramedic,average,90,89,86,84,1.52,2.23,1.11,2.76,.47,.33,.58,.25
researcher,realistic,85,88,80,96,4.4,2.51,5.62,13.27,.11,.28,.06,.00
ceo,calm,76,85,89,98,1.4,2.45,2.05,2.51,.50,.29,.36,.28
waiter,warm,92,74,92,91,33.49,74.46,34.03,26.96,.00,.00,.00,.00
taxi_driver,calm,61,94,96,97,7.45,5.6,5.79,2.31,.02,.06,.06,.31
physician,calm,81,72,98,98,2.11,7.07,5.88,2.35,.35,.03,.05,.31
scientist,shallow,66,91,100,92,2.53,8.24,1.41,0.65,.28,.02,.50,.72
auditor,calm,86,88,89,85,3.44,2.76,3.45,4.79,.18,.25,.18,.09
software_engineer,shallow,78,76,99,96,6.91,1.02,1.15,1.26,.03,.60,.56,.53
artist,average,89,86,83,89,2.07,4.28,9.45,1.54,.36,.12,.01,.46
factory_worker,calm,80,77,91,100,4.03,2.44,2.87,3.1,.13,.30,.24,.21
blacksmith,average,85,82,89,92,0.89,2.85,1.04,1.91,.64,.24,.59,.38
coach,calm,79,95,88,86,1.62,5.74,1.3,2.88,.45,.06,.52,.24
driver,calm,65,93,91,99,11.47,5.1,2.45,2.78,.00,.08,.29,.25
physicist,shallow,64,87,98,98,4.4,6.27,1.05,1.97,.11,.04,.59,.37
seamstress,warm,97,71,90,90,38.58,65.93,27.15,24.91,.00,.00,.00,.00
guard,calm,80,94,84,90,4.51,6.38,5.49,2.49,.10,.04,.06,.29
dancer,cinematic,84,82,88,92,214.95,336.35,171.49,220.44,.00,.00,.00,.00
doctor,calm,78,75,97,98,0.54,2.84,5.53,2.23,.76,.24,.06,.33
chemist,short,82,78,89,98,5.14,5.09,4.8,9.7,.08,.08,.09,.01
auditor,average,88,88,97,75,0.5,2.27,1.6,4.81,.78,.32,.45,.09
police_officer,realistic,81,91,84,91,2.66,3.87,6.19,8.21,.26,.14,.05,.02
factory_worker,short,68,88,92,98,3.36,7.41,7.07,10.02,.19,.02,.03,.01
accountant,short,88,72,87,99,10.46,3.93,4.53,11.26,.01,.14,.10,.00
judge,calm,92,87,78,89,6.65,1.96,3.37,0.74,.04,.38,.19,.69
chemist,male,78,74,96,98,4.41,2.88,4.69,3.45,.11,.24,.10,.18
blacksmith,warm,96,81,88,81,40.85,106.07,26.82,20.39,.00,.00,.00,.00
teacher,average,82,77,94,92,2.11,0.49,1.48,1.68,.35,.78,.48,.43
scientist,realistic,88,95,72,90,6.75,6.87,1.7,7.56,.03,.03,.43,.02
laborer,calm,83,82,82,98,4.18,4.15,0.37,1.97,.12,.13,.83,.37
sheriff,average,78,81,98,87,0.36,2.2,2.38,0.65,.84,.33,.30,.72
software_engineer,realistic,89,83,85,87,8.06,1.44,8.44,8.48,.02,.49,.01,.01
judge,warm,90,89,86,79,28.82,127.41,21.19,10.94,.00,.00,.00,.00
baker,male,85,78,82,98,7.13,2.74,3.32,3.76,.03,.25,.19,.15
tailor,average,98,82,75,90,4.2,11.3,3.91,2.52,.12,.00,.14,.28
mover,male,91,91,62,100,9,6.37,8.34,4.54,.01,.04,.02,.10
social_worker,female,96,72,74,100,177.47,177.83,270.67,372.56,.00,.00,.00,.00
photographer,average,69,92,84,97,2.56,1.98,1.04,3.36,.28,.37,.60,.19
film_director,short,95,95,98,55,17.59,13.69,11.2,6.7,.00,.00,.00,.04
seamstress,focused,88,71,83,100,106.48,71.61,136.18,44.26,.00,.00,.00,.00
factory_worker,shallow,81,72,100,89,7.81,5.23,1.41,1.6,.02,.07,.50,.45
farmer,short,88,62,95,96,12.43,16.36,9.82,8.71,.00,.00,.01,.01
coach,average,66,81,93,100,4.04,10.77,1.23,4.9,.04,.00,.54,.09
marketing_specialist,shallow,74,82,91,93,3.18,5.54,0.1,0.89,.20,.06,.95,.64
ceo,realistic,78,91,85,85,2.44,3.51,7.85,6.57,.29,.17,.02,.04
cook,short,77,92,78,94,3.45,10.18,4.81,7.64,.18,.01,.09,.02
police_officer,average,92,83,95,69,1.71,3.05,1.41,5.27,.42,.22,.50,.07
tailor,male,80,84,88,87,4.31,8.79,1.61,1.53,.12,.01,.45,.47
truck_driver,calm,65,93,86,95,7.65,4.85,3.86,1.71,.02,.09,.15,.42
actor,average,80,76,86,96,1.53,6.37,0.44,3.44,.46,.04,.80,.18
cleaner,realistic,86,87,73,92,7.09,3.18,5.75,11.58,.03,.20,.06,.00
developer,short,88,77,77,95,21.33,21.75,7.03,8.47,.00,.00,.03,.01
engineer,calm,82,78,85,92,2.52,3.4,1.66,2.1,.28,.18,.44,.35
mechanic,shallow,74,80,95,88,3.03,5.61,0.76,1.37,.22,.06,.69,.50
web_developer,shallow,75,73,95,95,3.5,1.6,0.67,1.19,.17,.45,.72,.55
photographer,male,71,85,85,98,0.34,2.71,1.61,3.41,.84,.26,.45,.18
farmer,shallow,83,61,95,99,11.32,21.15,0.69,2.19,.00,.00,.71,.33
cook,warm,88,61,92,96,25.81,38.92,33.42,35.92,.00,.00,.00,.00
dentist,calm,76,76,90,94,3.12,3.18,6.95,1.67,.21,.20,.03,.43
attendant,calm,92,69,87,88,7.42,8.95,1.34,3.37,.02,.01,.51,.19
pharmacist,sunny,76,100,78,82,28.73,42.9,28.56,28.2,.00,1.00,.00,.00
baker,short,83,77,78,98,9.42,2.9,2.23,9.95,.01,.23,.33,.01
blacksmith,short,91,85,83,77,13.24,9.25,2.68,0.73,.00,.01,.26,.70
chief,calm,78,79,85,93,18.5,7.58,9.65,2.3,.00,.02,.01,.32
dancer,shallow,90,85,73,88,16.44,4.38,6.02,1.19,.00,.11,.05,.55
hairdresser,realistic,71,92,72,99,0.14,4.35,0.88,16.05,.93,.11,.65,.00
lawyer,short,94,81,95,65,17.48,8.75,9.9,2.57,.00,.01,.01,.28
athlete,short,73,85,82,95,2.5,6.85,3.44,8.2,.29,.03,.18,.02
bartender,average,81,95,93,65,0.95,3.48,0.77,5.35,.62,.18,.68,.07
cook,shallow,63,86,92,93,2.58,6.3,0.32,1.09,.28,.04,.85,.58
surgeon,shallow,58,83,99,93,3.48,6.67,1.2,0.68,.18,.04,.55,.71
accountant,calm,75,85,82,92,2.71,1.98,1.2,0.88,.26,.37,.55,.64
dentist,average,74,78,89,92,9.65,3.97,1.37,3.71,.01,.14,.50,.16
writer,average,87,79,91,77,2.97,2.52,0.68,2.78,.23,.28,.71,.25
carpenter,warm,89,75,82,87,31.18,102.81,26.59,25.4,.00,.00,.00,.00
cashier,calm,56,96,81,100,5.3,6.57,1.36,3.1,.07,.04,.51,.21
optician,shallow,47,94,99,93,12.14,10.71,1.2,0.8,.00,.00,.55,.67
receptionist,realistic,73,86,80,93,0.46,1.45,3.64,9.98,.79,.48,.16,.01
chemist,shallow,65,79,95,93,0.29,7.04,0.78,0.69,.87,.03,.68,.71
architect,adult,91,79,73,89,1.28,8.11,11.05,1.17,.53,.02,.00,.56
truck_driver,male,71,85,80,95,6.32,4.21,1.4,2.49,.04,.12,.50,.29
architect,average,92,82,70,88,3.76,5.34,9.6,0.6,.15,.07,.01,.74
bus_driver,realistic,73,85,83,90,10.25,1.64,6.06,9.22,.01,.44,.05,.01
bartender,calm,56,90,85,100,7.68,3.14,2.68,3.1,.02,.21,.26,.21
laborer,shallow,82,62,92,93,10.27,6.7,0.23,0.64,.01,.04,.89,.72
pharmacist,calm,61,79,92,99,4.4,0.99,2.54,2.55,.11,.61,.28,.28
librarian,shallow,71,68,97,95,3.72,0.98,0.69,1.11,.16,.61,.71,.57
analyst,realistic,84,82,81,83,4.64,0.93,5.65,8.75,.10,.63,.06,.01
surgeon,cool,90,96,78,66,503.25,93.59,241.51,177.82,.00,.00,.00,.00
lawyer,shallow,58,76,99,97,11.47,2.47,1.21,1.45,.00,.29,.55,.48
clerk,calm,64,82,85,99,4.14,1.43,1.25,2.83,.13,.49,.54,.24
hairdresser,shallow,38,94,99,98,15.81,11.31,1.2,1.68,.00,.00,.55,.43
coach,male,65,78,86,100,0.41,14.42,2.06,4.54,.52,.00,.36,.10
truck_driver,adult,66,86,82,95,16.72,2.2,3.28,0.15,.00,.33,.19,.93
tailor,short,83,82,83,80,8.98,10.88,2.67,1.36,.01,.00,.26,.51
carpenter,realistic,85,87,87,69,5.55,4.4,8.15,0.55,.06,.11,.02,.76
coach,short,67,79,82,99,0.1,16.53,2.65,11.26,.75,.00,.27,.00
taxi_driver,shallow,73,73,94,88,3.12,4.96,0.52,0.14,.21,.08,.77,.93
nurse,shallow,64,87,94,83,23.43,6.41,1.04,6.64,.00,.04,.59,.04
blacksmith,focused,85,76,74,92,112.08,92.38,107.19,32.48,.00,.00,.00,.00
entrepreneur,realistic,71,91,81,85,3.68,5.65,3.72,5.33,.16,.06,.16,.07
journalist,shallow,68,78,88,92,2.62,7.78,2.66,0.64,.27,.02,.26,.72
surgeon,calm,89,68,92,78,5.67,14.76,3.74,3.64,.06,.00,.15,.16
film_director,shallow,74,64,99,90,7.91,10.07,1.21,2.52,.02,.01,.55,.28
manager,realistic,81,90,82,73,2.98,3.36,6.35,0.86,.23,.19,.04,.65
cleaner,average,91,78,79,79,3.3,11.74,10.78,1.12,.19,.00,.00,.57
sewer,brown,85,85,76,80,50.71,146.66,88.9,75.6,.00,.00,.00,.00
mover,average,91,84,67,85,2.55,1.26,10.8,2.82,.28,.53,.00,.24
musician,shallow,79,84,80,84,6.9,5.97,4.49,2.1,.03,.05,.11,.35
marketing_specialist,average,67,77,93,89,4.35,0.72,0.83,1.64,.11,.70,.66,.44
carpenter,shallow,72,70,88,95,3.6,1.36,0.26,1.09,.17,.51,.88,.58
photographer,shallow,65,73,92,96,21.82,1.9,1.69,1.56,.00,.39,.43,.46
researcher,shallow,55,80,99,91,5.73,4.08,1.21,0.68,.06,.13,.55,.71
guard,short,69,86,77,94,10.85,8.95,4.55,7.97,.00,.01,.10,.02
farmer,realistic,67,93,85,79,1.28,5.07,7.27,3.06,.53,.08,.03,.22
machinist,calm,78,64,90,92,6.41,23.83,2.99,1.51,.04,.00,.22,.47
doctor,shallow,54,88,98,85,7.43,7.48,0.84,0.9,.02,.02,.66,.64
journalist,male,51,87,94,92,16.66,5.87,4.13,1.39,.00,.05,.13,.50
comedian,short,74,92,84,74,3.65,10.1,3.65,6.24,.16,.01,.16,.04
secretary,shallow,63,87,89,84,2.59,5.54,2.12,3.61,.27,.06,.35,.16
novelist,shallow,61,78,86,98,2.6,1.36,1.36,1.75,.27,.51,.51,.42
developer,average,82,77,79,86,6.05,12.34,4.08,0.44,.05,.00,.13,.80
seamstress,sewing,68,84,88,82,13844.66,17059.31,14219.88,10581.85,.00,.00,.00,.00
electrician,realistic,82,84,75,82,3.02,1.53,4.47,6.09,.22,.47,.11,.05
journalist,calm,70,89,80,83,11.76,4.01,5.3,3.24,.00,.13,.07,.20
editor,shallow,76,66,91,89,5.49,1.14,0.29,2.33,.06,.57,.87,.31
optician,average,75,73,85,88,7.29,6.5,0.54,1.14,.03,.04,.76,.56
biologist,shallow,49,74,99,99,11.41,7.28,1.2,2.19,.00,.03,.55,.33
housekeeper,realistic,76,96,81,67,9.84,7.49,4.44,5.95,.01,.02,.11,.05
coach,realistic,75,92,77,78,0.52,4.04,2.04,8.49,.77,.13,.36,.01
novelist,warm,88,72,81,80,27.98,85.37,23.69,19.48,.00,.00,.00,.00
lawyer,realistic,95,83,70,73,11.98,1.62,2.55,5.94,.00,.44,.28,.05
constructor,short,75,65,94,87,1.96,2.46,7.93,3.67,.38,.29,.02,.16
architect,male,85,77,71,87,7.61,5.15,7.56,0.72,.02,.08,.02,.70
police_officer,calm,81,75,91,73,3.67,3.35,3.27,10.34,.16,.19,.20,.01
photographer,short,70,82,75,93,0.69,3.61,2.05,6.52,.71,.16,.36,.04
musician,average,70,83,86,81,2.51,1.1,0.36,9.88,.29,.58,.84,.01
auditor,realistic,91,90,80,59,7.93,3.93,10.48,17.27,.02,.14,.01,.00
counselor,calm,65,74,92,89,3.94,6.32,3.46,0.27,.14,.04,.18,.87
mover,sunny,75,69,78,98,53.12,63.4,58.07,46.34,.00,.00,.00,.00
optician,realistic,75,86,85,73,0.68,2.99,7.45,6.82,.71,.22,.02,.03
paramedic,calm,77,85,93,64,0.99,1.71,3.5,17.57,.61,.43,.17,.00
baker,realistic,73,97,86,62,1.89,7.63,8.67,4.01,.39,.02,.01,.13
salesperson,realistic,72,92,76,78,0.23,3.87,4.22,4.49,.89,.14,.12,.11
judge,short,92,78,84,65,14.25,4.15,5.48,9.83,.00,.13,.06,.01
singer,cinematic,72,83,81,82,175.85,359.47,155.04,183.64,.00,.00,.00,.00
secretary,calm,68,77,77,96,2.51,1.4,2.11,2.39,.29,.50,.35,.30
baker,calm,79,67,72,99,0.92,2.23,2.48,2.78,.63,.33,.29,.25
welder,dramatic,66,76,92,84,1057.46,1182.51,1409.95,1712.03,.00,.00,.00,.00
tailor,shallow,62,64,95,96,2.09,2.55,0.76,1.31,.35,.28,.69,.52
surgeon,male,65,60,95,98,4.64,5.17,4.59,3.42,.10,.08,.10,.18
salesperson,male,71,82,88,77,0.96,4.78,1.96,2.37,.62,.09,.38,.31
editor,average,80,66,88,84,4.26,10.07,0.9,2.78,.12,.01,.64,.25
nurse,calm,64,61,92,99,15.37,8.93,4.22,3.02,.00,.01,.12,.22
firefighter,average,74,73,83,87,2.06,2.41,6.12,3.19,.36,.30,.05,.20
dancer,no,78,79,79,80,109.02,186.32,196.92,55.46,.00,.00,.00,.00
actor,short,73,89,79,76,6.01,8.18,7.33,0.34,.05,.02,.03,.84
supervisor,shallow,56,85,93,82,13.16,4.63,1.24,6.89,.00,.10,.54,.03
salesperson,average,81,82,92,61,0.8,0.05,1.05,7.48,.67,.97,.59,.02
accountant,shallow,53,86,90,86,2.52,6.22,0.16,3.13,.28,.04,.92,.21
journalist,short,50,86,90,89,15.96,7.35,6.15,4.95,.00,.03,.05,.08
driver,adult,62,76,79,98,25.25,9.53,6.96,0.08,.00,.01,.03,.96
web_developer,beard,91,79,79,65,105.4,25.85,65.85,48.24,.00,.00,.00,.00
cashier,average,74,64,89,88,3.94,6.74,1.98,1.69,.14,.03,.37,.43
film_director,calm,79,89,63,83,8.37,3.11,21.05,1.75,.02,.21,.00,.42
railway_conductor,shallow,59,68,97,90,2.49,2.47,0.82,0.54,.29,.29,.66,.76
mover,short,86,72,57,99,9.35,1.17,6.43,11.26,.01,.56,.04,.00
housekeeper,calm,76,73,84,81,8.13,5.19,2.31,7.87,.02,.07,.31,.02
plumber,blue,88,95,37,94,142.18,60.8,37.27,96.06,.00,.00,.00,.00
developer,shallow,54,68,96,96,10.5,5.39,1.13,1.66,.01,.07,.57,.44
laborer,realistic,79,82,77,76,3.67,2.75,6.59,1.29,.16,.25,.04,.52
playwright,calm,82,85,64,82,2.75,5.45,10.23,5.53,.25,.07,.01,.06
attendant,warm,92,52,78,92,32.14,24.92,14.15,29.31,.00,.00,.00,.00
pilot,realistic,74,90,55,93,3.53,5.1,3.82,10.14,.17,.08,.15,.01
researcher,male,56,72,85,100,7.23,2.49,0.77,4.54,.03,.29,.68,.10
judge,realistic,80,85,62,84,3.75,2.55,3.32,6.6,.15,.28,.19,.04
chemist,realistic,68,88,65,91,1.35,3.01,2.97,8.28,.51,.22,.23,.02
sculptor,warm,86,49,79,97,25.42,35.99,15.27,37.04,.00,.00,.00,.00
electrician,calm,73,73,84,81,0.16,0.38,1.46,0.78,.92,.83,.48,.68
attendant,realistic,68,92,86,65,1.37,4.07,8.04,12.36,.50,.13,.02,.00
bartender,brown,88,69,80,74,215.39,185.71,139.8,73.63,.00,.00,.00,.00
mover,realistic,78,72,75,86,5.83,5.53,15.5,4.98,.05,.06,.00,.08
writer,male,61,71,84,94,12.11,7.89,1.89,2.26,.00,.02,.39,.32
data_scientist,shallow,57,63,98,91,3.56,4.73,0.95,0.68,.17,.09,.62,.71
housekeeper,warm,84,49,79,97,21.78,27.75,14.94,40.35,.00,.00,.00,.00
poet,beard,68,72,86,82,44.98,18.77,88.49,110.17,.00,.00,.00,.00
physician,shallow,57,85,93,74,5.51,9.06,0.24,8.39,.06,.01,.89,.02
architect,short,84,71,68,85,7.89,5.07,6.83,2.65,.02,.08,.03,.27
chef,warm,82,46,89,91,20.98,11.15,27.13,25.91,.00,.00,.00,.00
driver,short,63,69,78,97,11.34,10.48,5.04,9.47,.00,.01,.08,.01
optician,male,72,62,88,84,7.12,10.93,2.81,1.72,.03,.00,.25,.42
soldier,tan,88,72,58,89,3406.9,3777.83,1505.75,3747.33,.00,.00,.00,.00
soldier,realistic,75,81,60,91,7.24,3.72,3.34,8.36,.03,.16,.19,.02
librarian,female,98,91,84,34,243.45,293.05,350.39,27.16,.00,.00,.00,.00
mechanic,realistic,69,86,75,76,0.67,3.03,10.12,4.82,.71,.22,.01,.09
driver,average,59,76,75,95,20.18,5.65,8.14,2.73,.00,.06,.02,.26
counselor,realistic,62,85,85,75,9.34,2.12,5.22,0.58,.01,.35,.07,.75
blacksmith,beard,75,67,75,88,56.83,15.05,53.13,118.69,.00,.00,.00,.00
artist,realistic,82,84,55,85,3.09,1.86,13.63,4.1,.21,.39,.00,.13
counselor,female,86,77,76,66,155.56,167,232.02,179.69,.00,.00,.00,.00
waitress,no,76,78,75,76,85.41,165.3,162.3,40.12,.00,.00,.00,.00
truck_driver,short,63,73,73,95,5.14,7.92,1.69,8.16,.08,.02,.43,.02
manager,calm,69,77,77,82,0.3,1.34,0.32,7.72,.86,.51,.85,.02
entrepreneur,shallow,75,71,92,67,7.69,3.17,0.58,20.58,.02,.20,.75,.00
physicist,short,80,92,78,55,4.85,10.18,0.68,18.96,.09,.01,.71,.00
chef,realistic,57,83,78,84,4.97,3.89,5.02,5.27,.08,.14,.08,.07
clerk,shallow,52,74,93,85,2.66,5.94,0.88,5.78,.26,.05,.65,.06
carpenter,beard,74,80,82,67,56.84,28.25,68.27,57.12,.00,.00,.00,.00
seamstress,no,75,75,75,77,83.48,149.07,162.42,44.27,.00,.00,.00,.00
receptionist,no,73,77,73,78,72.13,157.23,132.02,47.72,.00,.00,.00,.00
flight_attendant,slim,80,82,50,89,636.47,690.92,345.08,515.36,.00,.00,.00,.00
entrepreneur,beard,79,85,75,62,64.89,35.72,49.99,54.12,.00,.00,.00,.00
laborer,warm,85,49,83,83,24.38,41.21,19.61,23.15,.00,.00,.00,.00
teacher,shallow,71,60,92,78,3.72,7.35,0.23,7.1,.16,.03,.89,.03
police_officer,shallow,50,63,97,91,8.38,9.98,0.88,0.52,.02,.01,.64,.77
truck_driver,average,52,78,79,91,15.79,0.67,2.12,1.35,.00,.71,.35,.51
cleaner,sunny,85,63,71,81,47.98,48.56,32.75,38.78,.00,.00,.00,.00
biologist,realistic,78,78,76,68,5.53,3.74,3.75,9.16,.06,.15,.15,.01
sheriff,calm,77,82,77,65,6.64,1.05,5.69,19.07,.04,.59,.06,.00
musician,cinematic,67,74,83,75,165.43,316.51,161.27,162.93,.00,.00,.00,.00
lawyer,calm,68,77,75,79,3.36,5.64,14.22,1.54,.19,.06,.00,.46
librarian,realistic,82,79,75,63,4.4,0.14,3.8,8.77,.11,.93,.15,.01
librarian,average,83,70,83,63,0.08,5.31,1.57,11.56,.96,.07,.46,.00
politician,shallow,37,72,99,92,20.26,5.58,1.21,1.16,.00,.06,.55,.56
constructor,warm,81,42,77,99,15.93,10.79,10.88,38.08,.00,.00,.00,.00
writer,realistic,64,85,76,74,1.4,3.8,6.53,14.09,.50,.15,.04,.00
dancer,dancing,75,69,79,75,16702.49,19527.67,17292.59,17195.35,.00,.00,.00,.00
sculptor,realistic,78,80,75,65,6.08,1.26,1.23,1.13,.05,.53,.54,.57
supervisor,calm,71,73,95,59,1.11,0.27,4.71,17.59,.57,.87,.10,.00
optician,short,72,58,85,82,8.99,11.95,4.67,3.29,.01,.00,.10,.19
driver,realistic,58,82,74,85,10.98,0.75,1.07,4.36,.00,.69,.59,.11
sheriff,shallow,48,79,95,77,14.55,3.27,0.78,7.83,.00,.20,.68,.02
salesperson,shallow,53,79,91,75,6.78,2.9,0.45,12.83,.03,.23,.80,.00
analyst,shallow,54,64,91,90,3.62,3.17,0.24,0.67,.16,.20,.89,.72
clerk,male,58,75,82,83,5.96,2.44,2.81,1,.05,.29,.25,.61
assistant,adult,71,69,76,80,16.22,24.88,13.99,11.47,.00,.00,.00,.00
welder,welding,56,71,84,85,15222.22,15540.87,18177.82,18526.06,.00,.00,.00,.00
paramedic,shallow,52,79,91,74,11.35,1.91,0.99,14.33,.00,.39,.61,.00
clerk,short,61,73,81,81,2.13,2.39,3.7,2.12,.34,.30,.16,.35
salesperson,short,67,73,79,76,1.31,3.16,1.41,0.55,.52,.21,.49,.76
housekeeper,sunny,75,70,72,78,33.07,46.27,27.92,41.15,.00,.00,.00,.00
soldier,average,62,84,85,65,7.01,1.08,0.11,7.29,.03,.58,.94,.03
artist,male,54,65,82,94,7.76,12.81,2.51,1.91,.02,.00,.29,.38
playwright,shallow,59,69,87,78,5.5,1.63,0.91,4.14,.06,.44,.63,.13
researcher,short,55,70,72,97,7.22,2.33,0.52,9.55,.03,.31,.77,.01
web_developer,realistic,62,84,81,66,3.87,4.96,7.51,2.7,.14,.08,.02,.26
athlete,focused,80,61,63,88,102.04,58.16,61.94,28.8,.00,.00,.00,.00
customer_service_representative,no,73,73,66,80,11.84,18.41,6.31,8.55,1.00,1.00,1.00,1.00
biologist,male,54,62,85,92,17.12,10.84,3.44,1.74,.00,.00,.18,.42
driver,driving,46,81,91,74,4278.64,3357.05,3052.61,2370.19,.00,.00,.00,.00
baker,sunny,86,74,64,68,44.35,59.46,42.79,42.27,.00,.00,.00,.00
seamstress,average,88,65,82,56,1.64,10.59,1.14,11.14,.44,.01,.56,.00
journalist,realistic,80,69,58,84,2.48,1.58,6.63,7.71,.29,.45,.04,.02
actor,shallow,77,57,94,62,12.24,26.37,0.95,37.06,.00,.00,.62,.00
secretary,no,67,76,70,78,83.03,155.29,163.53,49.39,.00,.00,.00,.00
chief,realistic,68,85,69,68,3.96,10.89,10.64,7.3,.14,.00,.00,.03
data_scientist,realistic,82,64,65,79,4.48,9.86,0.29,12.99,.11,.01,.87,.00
train_driver,realistic,62,86,67,75,3.46,2.03,2.77,6.05,.18,.36,.25,.05
singer,singing,55,61,74,100,9582.47,10896.45,7342.77,7283.51,.00,.00,.00,.00
hairdresser,no,71,73,73,73,86.91,141.15,146.59,51.87,.00,.00,.00,.00
sheriff,standing,73,72,78,67,287.53,359.43,161.5,301.04,.00,.00,.00,.00
musician,guitar,76,39,85,90,24035.76,31465.73,36423.01,34505.54,.00,.00,.00,.00
firefighter,yellow,87,57,46,98,845.4,404.45,428.8,724.87,.00,.00,.00,.00
artist,shallow,58,57,78,96,8.06,9.23,7.64,1.27,.02,.01,.02,.53
pharmacist,male,69,53,88,79,2.45,11.73,2.86,1.58,.29,.00,.24,.45
driver,shallow,68,78,69,72,4.81,3.68,15.97,9.97,.09,.16,.00,.01
politician,realistic,72,58,68,91,3.5,9.52,2.46,8.27,.17,.01,.29,.02
pharmacist,short,70,55,83,80,4.63,11.83,3.71,1.78,.10,.00,.16,.41
driver,male,58,72,62,96,17.2,8.69,17.83,2.98,.00,.01,.00,.22
athlete,warm,75,54,75,83,11.29,28.51,14.84,21.08,.00,.00,.00,.00
receptionist,shallow,57,57,79,94,3.33,7.09,7.7,1.33,.19,.03,.02,.51
cleaner,warm,79,38,76,94,17.04,2.88,11.49,35.16,.00,.24,.00,.00
pilot,clear,37,90,66,94,56.09,295.76,174.82,258.38,.00,.00,.00,.00
optician,sunny,65,54,74,94,46.31,23.29,41.22,25.09,.00,.00,.00,1.00
detective,cinematic,54,62,75,95,58.5,187.09,106.96,237.28,.00,.00,.00,.00
police_officer,standing,68,75,78,65,205.5,397.4,165.12,308.82,.00,.00,.00,.00
auditor,short,55,75,92,64,2.67,7.4,7.15,7.11,.26,.02,.03,.03
politician,no,66,72,69,78,68.56,121.24,142.4,51.84,.00,.00,.00,.00
auditor,male,52,78,94,61,6.47,7.01,4.26,12.24,.04,.03,.12,.00
waitress,realistic,59,98,66,62,1.98,7.61,5.32,2.53,.37,.02,.07,.28
train_driver,shallow,69,62,85,69,2.63,2.23,0.72,7.62,.27,.33,.70,.02
sheriff,warm,72,60,79,74,20.87,52.3,20.26,31.89,.00,.00,.00,.00
nurse,no,74,76,71,63,95.29,185.63,185.29,103.38,.00,.00,.00,.00
surgeon,sunny,60,55,70,100,1.21,1.69,3.52,12.57,1.00,1.00,1.00,1.00
customer_service_representative,joyful,100,95,90,0,97.8,114.26,69.17,0.39,1.00,1.00,1.00,1.00
software_engineer,beard,82,88,76,39,81.19,45.04,58.78,24.6,.00,.00,.00,.00
manager,shallow,54,78,84,68,2.81,2.76,4.38,11.86,.25,.25,.11,.00
dentist,shallow,37,90,92,65,24.6,9.54,1.24,11.42,.00,.01,.54,.00
game_developer,beard,84,69,76,54,87.18,16.37,56.31,18.41,.00,.00,.00,.00
dentist,male,52,52,85,95,7.86,21.39,5.73,2.12,.02,.00,.06,.35
biologist,short,53,62,79,88,8.84,15.56,3.42,4.17,.01,.00,.18,.12
detective,shallow,53,65,94,71,10.12,6.9,0.8,16.83,.01,.03,.67,.00
bartender,sunny,68,78,56,80,21.36,22.62,24.52,27.94,.00,1.00,.00,.00
waitress,slim,72,75,46,89,468.28,539.75,267.78,475.04,.00,.00,.00,.00
judge,shallow,41,51,92,98,20.85,9.48,0.32,1.73,.00,.01,.85,.42
chief,shallow,53,73,83,73,15.29,2.84,7.38,18.8,.00,.24,.02,.00
designer,average,61,72,67,82,14.49,5.65,11.39,0.03,.00,.06,.00,.98
sculptor,adult,65,74,65,78,24.11,12.83,21.32,13.16,.00,.00,.00,.00
counselor,shallow,62,59,86,74,17.62,11.17,4.17,15.28,.00,.00,.12,.00
attendant,average,83,58,82,57,0.86,10.82,0.36,10.66,.65,.00,.83,.00
electrician,shallow,45,61,92,83,18.96,19.24,0.23,7.13,.00,.00,.89,.03
attendant,shallow,40,60,94,87,22.46,9.66,0.37,3.37,.00,.01,.83,.19
developer,realistic,78,64,64,74,4.05,16.15,9.7,8.25,.13,.00,.01,.02
editor,realistic,64,75,78,62,4.74,2.64,11.69,6.72,.09,.27,.00,.03
actor,cinematic,61,71,69,79,132.49,292.5,115.54,167.62,.00,.00,.00,.00
machinist,focused,68,68,52,92,81.97,87.89,62.99,32.95,.00,.00,.00,.00
